index,area,auvs,aggregation,w1,w2,w3,alpha,beta,realization,scenario,bagfile,params_file,started_at,duration_s,outcome,warnings
0,35000,3,owa,0.4,0.4,0.2,,,0,35000_r0.pickle,results_0.bag,params_0.yaml,2026-08-07T16:13:43,3134.0,completed,
1,35000,3,owa,0.4,0.4,0.2,,,1,35000_r1.pickle,results_1.bag,params_1.yaml,2026-08-07T17:06:04,3122.8,completed,
2,35000,3,owa,0.4,0.4,0.2,,,2,35000_r2.pickle,results_2.bag,params_2.yaml,2026-08-07T17:58:14,3123.6,completed,
3,35000,3,owa,0.4,0.4,0.2,,,3,35000_r3.pickle,results_3.bag,params_3.yaml,2026-08-07T18:50:24,3120.8,completed,
4,35000,3,owa,0.4,0.4,0.2,,,4,35000_r4.pickle,results_4.bag,params_4.yaml,2026-08-07T19:42:32,3120.8,completed,
5,35000,3,owa,0.4,0.4,0.2,,,5,35000_r5.pickle,results_5.bag,params_5.yaml,2026-08-07T20:34:40,3121.0,completed,
6,35000,3,owa,0.4,0.4,0.2,,,6,35000_r6.pickle,results_6.bag,params_6.yaml,2026-08-07T21:26:48,3119.8,completed,
7,35000,3,owa,0.4,0.4,0.2,,,7,35000_r7.pickle,results_7.bag,params_7.yaml,2026-08-07T22:18:55,3119.8,completed,
8,35000,3,owa,0.6,0.2,0.2,,,0,35000_r0.pickle,results_8.bag,params_8.yaml,2026-08-07T23:11:02,3123.5,completed,
9,35000,3,owa,0.6,0.2,0.2,,,1,35000_r1.pickle,results_9.bag,params_9.yaml,2026-08-08T00:03:12,3120.2,completed,
10,35000,3,owa,0.6,0.2,0.2,,,2,35000_r2.pickle,results_10.bag,params_10.yaml,2026-08-08T00:55:19,3122.4,completed,
11,35000,3,owa,0.6,0.2,0.2,,,3,35000_r3.pickle,results_11.bag,params_11.yaml,2026-08-08T01:47:29,3122.6,completed,
12,35000,3,owa,0.6,0.2,0.2,,,4,35000_r4.pickle,results_12.bag,params_12.yaml,2026-08-08T02:39:38,3120.7,completed,
13,35000,3,owa,0.6,0.2,0.2,,,5,35000_r5.pickle,results_13.bag,params_13.yaml,2026-08-08T03:31:46,3122.2,completed,
14,35000,3,owa,0.6,0.2,0.2,,,6,35000_r6.pickle,results_14.bag,params_14.yaml,2026-08-08T04:23:55,3119.9,completed,
