index,area,auvs,aggregation,w1,w2,w3,alpha,beta,realization,scenario,bagfile,params_file,started_at,duration_s,outcome,warnings
15,35000,3,owa,0.6,0.2,0.2,,,7,35000_r7.pickle,results_15.bag,params_15.yaml,2026-08-08T05:16:02,3124.5,completed,
16,35000,3,owa,0.6,0.4,0,,,0,35000_r0.pickle,results_16.bag,params_16.yaml,2026-08-08T06:08:13,3121.2,completed,
17,35000,3,owa,0.6,0.4,0,,,1,35000_r1.pickle,results_17.bag,params_17.yaml,2026-08-08T07:00:22,3124.2,completed,
18,35000,3,owa,0.6,0.4,0,,,2,35000_r2.pickle,results_18.bag,params_18.yaml,2026-08-08T07:52:34,3120.0,completed,
19,35000,3,owa,0.6,0.4,0,,,3,35000_r3.pickle,results_19.bag,params_19.yaml,2026-08-08T08:44:41,3121.4,completed,
20,35000,3,owa,0.6,0.4,0,,,4,35000_r4.pickle,results_20.bag,params_20.yaml,2026-08-08T09:36:49,3118.4,completed,
21,35000,3,owa,0.6,0.4,0,,,5,35000_r5.pickle,results_21.bag,params_21.yaml,2026-08-08T10:28:54,3122.2,completed,
22,35000,3,owa,0.6,0.4,0,,,6,35000_r6.pickle,results_22.bag,params_22.yaml,2026-08-08T11:21:04,3122.4,completed,
23,35000,3,owa,0.6,0.4,0,,,7,35000_r7.pickle,results_23.bag,params_23.yaml,2026-08-08T12:13:13,3122.1,completed,
24,35000,3,owa,0.8,0.2,0,,,0,35000_r0.pickle,results_24.bag,params_24.yaml,2026-08-08T13:05:22,3121.9,completed,
25,35000,3,owa,0.8,0.2,0,,,1,35000_r1.pickle,results_25.bag,params_25.yaml,2026-08-08T13:57:30,3125.2,completed,
26,35000,3,owa,0.8,0.2,0,,,2,35000_r2.pickle,results_26.bag,params_26.yaml,2026-08-08T14:49:42,3117.5,completed,
27,35000,3,owa,0.8,0.2,0,,,3,35000_r3.pickle,results_27.bag,params_27.yaml,2026-08-08T15:41:47,3132.5,completed,
28,35000,3,owa,0.8,0.2,0,,,4,35000_r4.pickle,results_28.bag,params_28.yaml,2026-08-08T16:34:06,3144.9,completed,
29,35000,3,owa,0.8,0.2,0,,,5,35000_r5.pickle,results_29.bag,params_29.yaml,2026-08-08T17:26:38,3128.2,completed,
30,35000,3,owa,0.8,0.2,0,,,6,35000_r6.pickle,results_30.bag,params_30.yaml,2026-08-08T18:18:54,2877.9,completed,
31,35000,3,owa,0.8,0.2,0,,,7,35000_r7.pickle,results_31.bag,params_31.yaml,2026-08-08T19:06:58,3125.0,completed,
32,35000,3,owa,1,0,0,,,0,35000_r0.pickle,results_32.bag,params_32.yaml,2026-08-08T19:59:10,3148.3,completed,
33,35000,3,owa,1,0,0,,,1,35000_r1.pickle,results_33.bag,params_33.yaml,2026-08-08T20:51:49,3111.9,completed,
34,35000,3,owa,1,0,0,,,2,35000_r2.pickle,results_34.bag,params_34.yaml,2026-08-08T21:43:48,3120.7,completed,
35,35000,3,owa,1,0,0,,,3,35000_r3.pickle,results_35.bag,params_35.yaml,2026-08-08T22:35:56,3091.3,completed,
36,35000,3,owa,1,0,0,,,4,35000_r4.pickle,results_36.bag,params_36.yaml,2026-08-08T23:27:33,3118.0,completed,
37,35000,3,owa,1,0,0,,,5,35000_r5.pickle,results_37.bag,params_37.yaml,2026-08-09T00:19:38,3117.7,completed,
38,35000,3,owa,1,0,0,,,6,35000_r6.pickle,results_38.bag,params_38.yaml,2026-08-09T01:11:42,3116.6,completed,
39,35000,3,owa,1,0,0,,,7,35000_r7.pickle,results_39.bag,params_39.yaml,2026-08-09T02:03:46,3114.6,completed,
