index,area,auvs,aggregation,w1,w2,w3,alpha,beta,realization,scenario,bagfile,params_file,started_at,duration_s,outcome,warnings
0,35000,3,owa,0.4,0.4,0.2,,,,35000.pickle,results_0.bag,params_0.yaml,2026-08-05T14:26:55,3125.2,completed,
1,35000,3,owa,0.6,0.2,0.2,,,,35000.pickle,results_1.bag,params_1.yaml,2026-08-05T15:19:07,3123.9,completed,
2,35000,3,owa,0.6,0.4,0,,,,35000.pickle,results_2.bag,params_2.yaml,2026-08-05T16:11:19,3123.7,completed,
3,35000,3,owa,0.8,0.2,0,,,,35000.pickle,results_3.bag,params_3.yaml,2026-08-05T17:03:30,3122.9,completed,
4,35000,3,owa,1,0,0,,,,35000.pickle,results_4.bag,params_4.yaml,2026-08-05T17:55:40,3120.1,completed,
