area,auv_count,method,regular_latency,priority_latency,regular_std,priority_std,transmitted_data,priority_objects,regular_objects,travelled_distance,w1,w2,w3,regular_latency_normalized,priority_latency_normalized,regular_std_normalized,priority_std_normalized,travelled_distance_normalized,priority_objects_normalized,regular_objects_normalized,transmitted_data_normalized,priority,regular,distance,utility,area,auv_count,w1,w2,w3
15000,3,owa,236.571428571429,160.142857142857,162.03025087249,82.6669472995355,840,14,14,1133.75786969711,0.4,0.4,0.2,0.475775761124122,0.674507535135745,0.383740378287873,0.149055204675846,0.895922382552456,0.933333333333333,0.933333333333333,0.96551724137931,0.284674052043059,0.277611084717134,0.408230879887173,0.970516016647366,15000,3,0.4,0.4,0.2
15000,3,owa,163.2,127.357142857143,128.488576479445,67.4840233432581,870,14,15,1190.45643278414,0.6,0.2,0.2,0.099897540983607,0.295612970593216,0.206831356553581,0,1,0.933333333333333,1,1,0.39818825911639,0.423913378019044,0.367879441171442,1.18998107830688,15000,3,0.6,0.2,0.2
15000,3,owa,243,162.642857142857,162.435312568514,83.0843937422455,840,14,14,1145.94615470952,0.6,0.4,0,0.508709016393443,0.703399277530056,0.385876797225872,0.153153398484794,0.918295571497572,0.933333333333333,0.933333333333333,0.96551724137931,0.278189420376337,0.270820091557068,0.399198867490071,0.948208379423476,15000,3,0.6,0.4,0
15000,3,owa,236.071428571429,160.357142857143,162.345530978131,82.0924498944351,840,14,14,1139.29099520425,0.8,0.2,0,0.473214285714286,0.676983970198115,0.385403261732737,0.143415195640064,0.906079157053717,0.933333333333333,0.933333333333333,0.96551724137931,0.285300338991533,0.277786376478277,0.404105556350157,0.967192271819967,15000,3,0.8,0.2,0
15000,3,owa,240.071428571429,160.642857142857,159.822239853058,81.7751204809282,840,14,14,1149.23520124374,1,0,0,0.493706088992974,0.680285883614607,0.372094654677028,0.140299879985706,0.924333045964618,0.933333333333333,0.933333333333333,0.96551724137931,0.28526337717458,0.27638690847863,0.396795975518788,0.958446261171997,15000,3,1,0,0
15000,3,owa,233.357142857143,156.857142857143,161.90909469531,81.9445001138032,840,14,14,1143.44586694206,0.5675,0.3243,0.1081,0.459309133489462,0.63653553084608,0.383101363653992,0.141962729376166,0.913705966759785,0.933333333333333,0.933333333333333,0.96551724137931,0.293667393209054,0.280958858545144,0.401035243399888,0.975661495154086,15000,3,0.5675,0.3243,0.1081
15000,4,owa,278,167.8,151.325256759516,122.294842783449,750,15,10,895.297536406215,0.4,0.4,0.2,0.688012295081967,0.762998814697748,0.327278974065595,0.538093843691466,0.458197297587374,1,0.666666666666667,0.862068965517241,0.213981181773492,0.177297078975041,0.632422688426977,1.02370094917551,15000,4,0.4,0.4,0.2
15000,4,owa,276.8,168.066666666667,150.442901682554,122.190990237571,750,15,10,890.214534186649,0.6,0.2,0.2,0.681864754098361,0.766080600553141,0.322625164251023,0.537074292877234,0.448866783167087,1,0.666666666666667,0.862068965517241,0.213634532379158,0.178706377460917,0.63835113214581,1.03069204198589,15000,4,0.6,0.2,0.2
15000,4,owa,286.7,168.642857142857,156.569508880596,128.874182616438,720,14,10,898.967664259775,0.6,0.4,0,0.732581967213115,0.772739459276401,0.354938759370193,0.602685146938597,0.464934296585745,0.933333333333333,0.666666666666667,0.827586206896552,0.188295177820029,0.168056952785428,0.628176377166505,0.984528507771962,15000,4,0.6,0.4,0
15000,4,owa,294.9,172.857142857143,159.413822069062,131.663824330613,720,14,10,880.43310171931,0.8,0.2,0,0.774590163934426,0.821442682169668,0.369940534707378,0.630071875468369,0.430911686406305,0.933333333333333,0.666666666666667,0.827586206896552,0.177117344652771,0.160992993805823,0.649916304684848,0.988026643143442,15000,4,0.8,0.2,0
15000,4,owa,254.8,151.133333333333,146.592253850225,115.819358526646,750,15,10,878.72043891528,1,0,0,0.569159836065574,0.570387198735677,0.302315673046797,0.474522121007974,0.427767870153662,1,0.666666666666667,0.862068965517241,0.260203848701115,0.196631581351979,0.651962737244839,1.10879816729793,15000,4,1,0,0
15000,4,owa,280,169.4,152.199430572741,122.981299391412,750,15,10,889.914635052472,0.8161,0.0915,0.0924,0.698258196721312,0.781489529830107,0.33188963339975,0.544832988963849,0.448316279139113,1,0.666666666666667,0.862068965517241,0.209768314345531,0.17537029681194,0.638702643760721,1.02384125491819,15000,4,0.8161,0.0915,0.0924
15000,5,owa,338.9,113.153846153846,278.872113262613,108.785604251241,690,13,10,694.886466061463,0.4,0.4,0.2,1,0.131469774792572,1,0.405469698287606,0.090316604039977,0.866666666666667,0.666666666666667,0.793103448275862,0.319713182188119,0.079468614681412,0.913641876766248,1.31282367363578,15000,5,0.4,0.4,0.2
15000,5,owa,149.125,163.076923076923,96.1790554865544,133.928128448596,630,13,8,723.756543271314,0.6,0.2,0.2,0.027792008196721,0.708415645989727,0.036421087686947,0.652301211183028,0.143311401225865,0.866666666666667,0.533333333333333,0.724137931034483,0.17690730972416,0.258107861239093,0.866484202636435,1.30149937359969,15000,5,0.6,0.2,0.2
15000,5,owa,174.090909090909,143.769230769231,158.618696593721,132.386526156147,720,13,11,700.22791706648,0.6,0.4,0,0.155691132637854,0.485282497036744,0.365746800418794,0.63716685064145,0.100121534959685,0.866666666666667,0.733333333333333,0.827586206896552,0.212816272412459,0.273178442802166,0.904727455339128,1.39072217055375,15000,5,0.6,0.4,0
15000,5,owa,217.857142857143,134.090909090909,92.0098338429623,106.386516575602,540,11,7,645.684516616886,0.8,0.2,0,0.379903395784543,0.373433066341008,0.014431341029748,0.381917152970416,0,0.733333333333333,0.466666666666667,0.620689655172414,0.234414865007871,0.187914644413348,1,1.42232950942122,15000,5,0.8,0.2,0
15000,5,owa,181.222222222222,188.307692307692,99.5926425216464,155.524587882101,660,13,9,701.263280368613,1,0,0,0.192224499089253,1,0.054425386932908,0.864319969256556,0.102022079520457,0.866666666666667,0.6,0.758620689655172,0.11630694270254,0.263188948420531,0.903009613429531,1.2825055045526,15000,5,1,0,0
15000,5,owa,204.875,186.181818181818,119.660755590843,169.345102191837,570,11,8,674.205734802809,0.6288,0.2653,0.1059,0.313396516393443,0.975431916957006,0.160270736497832,1,0.052354420886056,0.733333333333333,0.533333333333333,0.655172413793103,0.089324870183103,0.204665931803096,0.948992464482278,1.24298326646848,15000,5,0.6288,0.2653,0.1059
15000,6,owa,160.375,143.25,111.962924348069,118.058633352631,600,12,8,664.740013094462,0.4,0.4,0.2,0.085425204918033,0.479281904385618,0.119670026507124,0.496505736843356,0.034978852455613,0.8,0.533333333333333,0.689655172413793,0.218982725472802,0.239416091381692,0.965625836656887,1.42402465351138,15000,6,0.4,0.4,0.2
15000,6,owa,162.5,124.181818181818,114.753151217235,102.935725753325,570,11,8,676.381574604791,0.6,0.2,0.2,0.096311475409836,0.258916705578104,0.134386534098746,0.348039730295485,0.056348459009919,0.733333333333333,0.533333333333333,0.655172413793103,0.258686111389139,0.236042633339183,0.945209711658018,1.43993845638634,15000,6,0.6,0.2,0.2
15000,6,owa,186.375,118.181818181818,120.431293394082,121.573696317763,570,11,8,673.443174807576,0.6,0.4,0,0.218621926229508,0.189576523831759,0.164334787903941,0.531014137940868,0.050954642423543,0.733333333333333,0.533333333333333,0.655172413793103,0.239992814193822,0.216220785047928,0.950321773847405,1.40653537308916,15000,6,0.6,0.4,0
15000,6,owa,159.875,142.666666666667,111.74133075993,117.301734725864,600,12,8,668.223528220346,0.8,0.2,0,0.082863729508197,0.472540497826946,0.118501274332114,0.489075041671827,0.041373299420486,0.8,0.533333333333333,0.689655172413793,0.221243882860438,0.239908354479277,0.959470893158777,1.42062313049849,15000,6,0.8,0.2,0
15000,6,owa,183.375,119.272727272727,120.701446908122,124.524769350592,570,11,8,701.762034465855,1,0,0,0.203253073770492,0.202183829603822,0.165759659940052,0.55998568493593,0.102937607803836,0.733333333333333,0.533333333333333,0.655172413793103,0.23332864614367,0.218015787430467,0.902183260920541,1.35352769449468,15000,6,1,0,0
15000,6,owa,143.7,101.777777777778,89.2736741088261,95.1587854296409,570,9,10,769.803177334552,0.599,0.2973,0.1036,0,0,0,0.271691232796804,0.227836011795367,0.6,0.666666666666667,0.655172413793103,0.259495168232551,0.333333333333333,0.796254825528813,1.3890833270947,15000,6,0.599,0.2973,0.1036
25000,3,owa,198.291666666667,126.916666666667,136.296186162045,98.469115293409,1440,24,24,1982.14901368917,0.4,0.4,0.2,0.159837938550236,0.20065089681285,0.170471188866767,0.18065681467572,0.837992403412094,0.96,0.96,0.979591836734694,0.38957907044614,0.401438793213377,0.432578094577927,1.22359595823744,25000,3,0.4,0.4,0.2
