area,auv_count,method,a,b,regular_latency,priority_latency,priority_std,regular_std,transmitted_data,priority_objects,regular_objects,travelled_distance,regular_latency_normalized,priority_latency_normalized,priority_std_normalized,regular_std_normalized,transmitted_data_normalized,travelled_distance_normalized,priority_objects_normalized,regular_objects_normalized,priority,regular,distance,utility
30000,5,artm,0.0,10.0,298.5,450.40909090909093,431.4800286821108,139.05451411132557,1260.0,22.0,20.0,1426.7565010937483,0.0,1.0,1.0,0.0,1.0,0.2090660180522483,1.0,1.0,0.1111111111111111,0.5,0.8270846960126756,1.4381958071237868
30000,5,artm,2.5,7.5,340.0,444.3333333333333,350.5346392773949,241.38236150233604,1200.0,21.0,19.0,1382.1667943950924,0.16576319543509271,0.9537293455183233,0.5881122697349185,0.32134978343839704,0.75,0.0,0.9545454545454546,0.95,0.14774052652738937,0.21478585734002367,1.0,1.362526383867413
30000,5,artm,5.0,5.0,545.8947368421053,399.14285714285717,403.22875464360004,457.48587042380547,1200.0,21.0,19.0,1442.5766916016987,0.9881672798258129,0.6095758990386517,0.8562443985210962,1.0,0.75,0.2832415280343508,0.9545454545454546,0.95,0.15699064274865596,0.05319659044279738,0.779276526011268,0.9894637592027213
30000,5,artm,7.5,2.5,417.7857142857143,340.75,252.73803266998567,245.05609360101417,1020.0,20.0,14.0,1595.4473031744403,0.47646219686162616,0.16487815009692589,0.09047772106714658,0.33288675059270284,0.0,1.0,0.9090909090909091,0.7,0.5768642147216362,0.10691124330574464,0.5,1.1837754580273807
30000,5,artm,10.0,0.0,548.8571428571429,319.1,234.95708454725803,443.59039615442487,1020.0,20.0,14.0,1494.2791227991795,1.0,0.0,0.0,0.9563627325201451,0.0,0.5256566999287982,0.9090909090909091,0.7,0.9090909090909091,0.040045397264455176,0.6554554507882865,1.6045917571436508
30000,6,artm,0.0,10.0,262.42857142857144,164.47058823529412,224.87944482740605,128.77691759587393,930.0,17.0,14.0,990.6077325683974,0.0,0.02046347743596692,0.673897585032856,0.0,1.0,0.0,0.8947368421052632,0.9333333333333333,0.3116616714093978,0.4666666666666667,1.0,1.7783283380760646
30000,6,artm,2.5,7.5,292.46666666666664,189.2,201.68688603873085,156.60408071068292,900.0,15.0,15.0,1206.7761136349525,0.22917347865576718,0.24835343542485425,0.4661323303497348,0.17246173776158552,0.6666666666666666,0.936557798828843,0.7894736842105263,1.0,0.26857766296475644,0.25450715891231285,0.5163801465697343,1.0394649684468036
30000,6,artm,5.0,5.0,307.6363636363636,189.94736842105263,183.59026653096913,179.11296587755604,900.0,19.0,11.0,1134.331547068349,0.3449095863264799,0.2552406901519961,0.3040178868684244,0.3119628947763673,0.6666666666666666,0.622688936666998,1.0,0.7333333333333333,0.4113047420936724,0.1335651821567644,0.6162610574359368,1.1611309816863735
30000,6,artm,7.5,2.5,324.8333333333333,270.7647058823529,261.2818232799032,190.3546132560984,870.0,17.0,12.0,1136.3273925487142,0.47611262488646666,1.0,1.0,0.38163417367057206,0.3333333333333333,0.6313360137310478,0.8947368421052632,0.8,0.09941520467836257,0.11590093731437301,0.6129944975056906,0.8283106394984261
30000,6,artm,10.0,0.0,393.5,162.25,149.6531545496675,290.12959486784837,840.0,16.0,12.0,1221.4193080385623,1.0,0.0,0.0,1.0,0.0,1.0,0.8421052631578947,0.8,0.8421052631578947,0.044444444444444446,0.5,1.386549707602339
40000,3,artm,0.0,10.0,276.5,197.1,183.74296428183834,264.56447035525946,2400.0,40.0,40.0,3328.304636847687,0.0,0.0,0.15237471629670749,0.09551712301949723,,0.0,1.0,1.0,0.7530304845338354,0.4166118937188659,1.0,2.1696423782527012
40000,3,artm,2.5,7.5,318.475,258.25,197.8971177929816,259.2601888312598,2400.0,40.0,40.0,3439.0283507379336,0.44917067950775846,0.5422301041897584,0.4951560997387995,0.0,,0.5131762082339778,1.0,1.0,0.2409091403723408,0.23808439297190623,0.6608615669202837,1.1398551002645307
40000,3,artm,5.0,5.0,341.775,309.875,218.54450787671814,294.68005139864437,2400.0,40.0,40.0,3544.066225389148,0.6985018726591758,1.0,0.9951888944799161,0.6378250013456087,,1.0,1.0,1.0,0.11146834842110566,0.09160154425231477,0.5,0.7030698926734205
40000,3,artm,7.5,2.5,356.65,247.075,177.45109654963156,314.79244688426786,2400.0,40.0,40.0,3480.9560667240735,0.8576779026217227,0.4431389935712702,0.0,1.0,,0.707500491205611,1.0,1.0,0.4801574559758,0.061227066367326326,0.5856513688578399,1.1270358912009661
40000,3,artm,10.0,0.0,369.95,274.875,218.74316839149222,295.63507910936414,2400.0,40.0,40.0,3436.49088157667,1.0,0.689647528264243,1.0,0.6550227120853406,,0.5014156850638578,1.0,1.0,0.13823221241911596,0.07093058198148133,0.6660380665714627,0.87520086097206
40000,4,artm,0.0,10.0,272.48148148148147,250.59259259259258,169.94914607232437,187.02434443971572,1620.0,27.0,27.0,2760.8236681333296,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.8181818181818182,1.0,0.8181818181818182,0.5,0.5,1.8181818181818183
40000,4,artm,2.5,7.5,547.3636363636364,587.1515151515151,474.76317261952573,455.10402217039456,1650.0,33.0,22.0,2203.915319120563,0.87553653960162,1.0,1.0,1.0,1.0,0.24924732842088917,1.0,0.8148148148148148,0.1111111111111111,0.04927097312191995,0.8004820000408164,0.9608640842738474
40000,4,artm,5.0,5.0,576.36,494.53333333333336,386.4976899902717,396.02986840220353,1650.0,30.0,25.0,2019.023645175859,0.9678938477364312,0.7248084195362055,0.7104284089906018,0.7796395673545282,1.0,0.0,0.9090909090909091,0.9259259259259259,0.1532939124765861,0.06132820914155846,1.0,1.2146221216181445
40000,4,artm,7.5,2.5,586.44,490.73333333333335,358.6650472125128,377.19016865943536,1650.0,30.0,25.0,2053.307326006525,1.0,0.7135176774245184,0.6191181661745647,0.7093630738051174,1.0,0.04621687755411598,0.9090909090909091,0.9259259259259259,0.16707575229420332,0.06306840298101332,0.9558247639225974,1.185968919197814
40000,4,artm,10.0,0.0,528.4545454545455,504.76666666666665,356.26865912014256,387.368500240217,1560.0,30.0,22.0,2179.976881979637,0.8153085483424004,0.7552141899597832,0.6112563623083994,0.7473306350426652,0.0,0.21697658644182288,0.9090909090909091,0.8148148148148148,0.1623323611786678,0.06203745830764664,0.8217084955790187,1.0460783150653332
40000,5,artm,0.0,10.0,402.55555555555554,299.8,277.9524839488457,283.9963885649758,1560.0,25.0,27.0,2109.763505181263,0.0,0.0,0.0,0.0,0.25,1.0,0.8333333333333334,1.0,0.8333333333333334,0.5,0.5,1.8333333333333335
40000,5,artm,2.5,7.5,504.4347826086956,377.43333333333334,400.1245222844174,460.78567548826635,1590.0,30.0,23.0,1889.7396807852763,0.3915214178097353,0.6372754378019322,0.7651225690149077,0.5729529888194613,0.5,0.27067631108775686,1.0,0.8518518518518519,0.17326469653125223,0.11036753067122247,0.7869824842677318,1.0706147114702065
40000,5,artm,5.0,5.0,583.0769230769231,337.51851851851853,387.25288600706097,475.5464160796019,1590.0,27.0,26.0,1889.3965373809174,0.6937428149121369,0.3096232555018787,0.6845118208426806,0.6207907881916827,0.5,0.2695388769295244,0.9,0.9629629629629629,0.22632543515080297,0.08987783601440204,0.7876875755223625,1.1038908466875674
40000,5,artm,7.5,2.5,536.6818181818181,419.2758620689655,437.6289113386007,532.640983917796,1530.0,29.0,22.0,1830.5290512953857,0.5154466325266127,0.9807518115942028,1.0,0.8058274714520369,0.0,0.074407953145467,0.9666666666666667,0.8148148148148148,0.10879905169763822,0.07560944811268093,0.9307451579005646,1.1151536577108838
40000,5,artm,10.0,0.0,662.7692307692307,421.62068965517244,432.6343237979146,592.5544908406185,1650.0,29.0,26.0,1808.081511656353,1.0,1.0,0.9687205705793079,1.0,1.0,0.0,0.9666666666666667,0.9629629629629629,0.10968269165536729,0.053497942386831275,1.0,1.1631806340421986
40000,6,artm,0.0,10.0,296.45454545454544,367.2916666666667,246.23274235120948,281.08712888706594,1380.0,24.0,22.0,1459.5318079866142,0.470379344919786,1.0,0.6902890451213267,0.19776839856789638,1.0,0.0,0.96,1.0,0.13263964372367074,0.17968051333557059,1.0,1.3123201570592413
40000,6,artm,2.5,7.5,351.3333333333333,335.0,277.82803434258875,331.4298316889012,1380.0,25.0,21.0,1637.309626153335,1.0,0.7793858100953053,1.0,0.7981937806851016,1.0,1.0,1.0,0.9545454545454546,0.12945008148080814,0.06095523981977945,0.5,0.6904053213005876
40000,6,artm,5.0,5.0,339.72727272727275,289.39130434782606,259.79900257531864,348.35028646166217,1350.0,23.0,22.0,1548.1472450440338,0.8879929812834229,0.46779069957409375,0.8232714973578124,1.0,0.5,0.4984617202035607,0.92,1.0,0.17527261592394383,0.059948419469087806,0.6673510484232814,0.902572083816313
40000,6,artm,7.5,2.5,324.7,230.875,229.51845857378652,277.3383075633535,1320.0,24.0,20.0,1626.215039719838,0.74296875,0.06801179645423187,0.5264482808001356,0.153057102779123,0.0,0.9375929654896956,0.96,0.9090909090909091,0.3776103884657739,0.12644125845430945,0.5161042684459096,1.020155915365993
40000,6,artm,10.0,0.0,247.71428571428572,220.92,175.81261805304723,264.5052254412269,1380.0,25.0,21.0,1534.21417661275,0.0,0.0,0.0,0.0,1.0,0.420088228083091,1.0,0.9545454545454546,1.0,0.4772727272727273,0.7041815995826204,2.1814543268553477
60000,3,artm,0.0,10.0,612.2413793103449,397.1578947368421,403.8028067843478,525.0569997576981,3450.0,57.0,58.0,4882.640794013146,1.0,1.0,1.0,1.0,0.0,1.0,0.95,1.0,0.10555555555555556,0.05555555555555555,0.5,0.6611111111111111
60000,3,artm,2.5,7.5,468.1896551724138,348.6101694915254,296.832009668371,346.3511278323722,3510.0,59.0,58.0,4711.7835830208915,0.1661267842384679,0.4239473294239685,0.14986612924137538,0.08392253690438572,1.0,0.25843119686881244,0.9833333333333333,1.0,0.3970034231132554,0.31997474906935447,0.7946401857234369,1.5116183579060467
60000,3,artm,5.0,5.0,456.55172413793105,329.9655172413793,277.9746274876913,333.7208189444812,3480.0,58.0,58.0,4836.088239519285,0.09875821204947538,0.2027155072039523,0.0,0.019177371009848482,0.5,0.7979486969369008,0.9666666666666667,1.0,0.6682683948143096,0.4000704226777405,0.5561893961177331,1.6245282136097832
60000,3,artm,7.5,2.5,439.49122807017545,316.7,348.443283812299,368.2570493364179,3510.0,60.0,57.0,4652.241119335854,0.0,0.04531087918369046,0.5600387506082287,0.1962161105961515,1.0,0.0,1.0,0.9827586206896551,0.3880259184462549,0.3433978502814707,1.0,1.7314237687277256
60000,3,artm,10.0,0.0,543.5689655172414,312.8813559322034,316.98548235797165,329.9797501532356,3510.0,59.0,58.0,4658.335341576926,0.6024755214388771,0.0,0.3100327374069931,0.0,1.0,0.026450654713849074,0.9833333333333333,1.0,0.5729760430129185,0.1947095243958835,0.9742309534390401,1.741916520847842
60000,4,artm,0.0,10.0,863.7428571428571,793.8478260869565,912.6075940802525,680.8233053511341,2430.0,46.0,35.0,3418.3920768725743,0.5728439907308824,1.0,1.0,0.6945107610158305,0.5,0.0,0.9019607843137255,0.8536585365853658,0.10021786492374728,0.08302621525882664,1.0,1.1832440801825739
60000,4,artm,2.5,7.5,556.2941176470588,627.3333333333334,608.2806479468721,469.32282159878,2550.0,51.0,34.0,3818.440014952544,0.0,0.6201844212315417,0.3650494372189237,0.0,0.8333333333333334,0.7134349966820115,1.0,0.8292682926829268,0.2537328238844879,0.4146341463414634,0.5836229573555193,1.2519899275814708
60000,4,artm,5.0,5.0,648.219512195122,355.4390243902439,433.3152460265209,572.7744107497787,2460.0,41.0,41.0,3979.12702811618,0.17127703938152938,0.0,0.0,0.33970722257866903,0.5833333333333334,1.0,0.803921568627451,1.0,0.803921568627451,0.21900302954064518,0.5,1.522924598168096
60000,4,artm,7.5,2.5,938.5,520.469387755102,451.29900943650136,773.8544366928378,2610.0,49.0,38.0,3653.7696110670267,0.7121328364752302,0.37643031509897634,0.03752149076238612,1.0,1.0,0.4197661188631614,0.9607843137254902,0.926829268292683,0.4805700376278568,0.06300105622232029,0.7043413606747585,1.2479124545249356
60000,4,artm,10.0,0.0,1093.0,424.79545454545456,445.34651152523423,750.20606058158,2250.0,44.0,31.0,3597.5157192190886,1.0,0.15820035977104044,0.02510214391606463,0.9223450868838241,0.0,0.3194444040794165,0.8627450980392157,0.7560975609756098,0.6161563570227846,0.04426748454599971,0.757894760027957,1.4183186015967413
60000,5,artm,0.0,10.0,786.4333333333333,336.71875,351.55325704695525,498.5056761917584,1860.0,32.0,30.0,3056.071355457117,0.34253421456273675,0.2634633859948761,0.2260595765142157,0.508973806075789,0.6666666666666666,0.8639938825157217,0.8888888888888888,1.0,0.4006388606788154,0.14585415612036567,0.5364824473835501,1.0829754641827312
60000,5,artm,2.5,7.5,635.3214285714286,314.94117647058823,327.6161779755408,388.84235152388476,1860.0,34.0,28.0,3068.9993337036185,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.9444444444444444,0.9333333333333333,0.9444444444444444,0.4666666666666667,0.5,1.911111111111111
60000,5,artm,5.0,5.0,1076.48,376.5483870967742,433.504543514035,580.4423686580204,1680.0,31.0,25.0,2973.9449458155455,1.0,0.7453192290386857,1.0,0.8892616584468384,0.0,0.0,0.8611111111111112,0.8333333333333334,0.11425454602639375,0.049913153522851146,1.0,1.164167699549245
60000,5,artm,7.5,2.5,700.4642857142857,397.6,396.6784295504209,604.302014396092,1890.0,35.0,28.0,3023.8574212805825,0.1476631337614268,1.0,0.6522175616146754,1.0,0.7777777777777778,0.5250938601993751,0.9722222222222222,0.9333333333333333,0.1382124771415153,0.10117528968399084,0.6556973482728927,0.8950851150983988
60000,5,artm,10.0,0.0,639.3103448275862,334.25,416.078040413437,458.83611324495155,1950.0,36.0,29.0,3013.7943990802387,0.009041910357177451,0.2335966410475377,0.8354257050623487,0.3248578447956696,1.0,0.4192279194056369,1.0,0.9666666666666667,0.2335982783132254,0.27164415321338153,0.7046084609290897,1.2098508924556968
60000,6,artm,0.0,10.0,628.078947368421,390.94594594594594,311.9902015863413,347.7054035428786,2250.0,37.0,38.0,2478.880993759996,0.0,0.0,0.0,0.0,0.2857142857142857,0.8998326153060244,0.8604651162790697,1.0,0.8604651162790697,0.5,0.5263621605100828,1.8868272767891525
60000,6,artm,2.5,7.5,773.0263157894736,467.5609756097561,436.8282871323976,528.49175947152,2370.0,41.0,38.0,2508.213861017091,0.6172811834584778,0.5024837260294246,0.3648779076998259,0.7185196914455316,0.8571428571428571,1.0,0.9534883720930233,1.0,0.2734377915675517,0.09164280440896129,0.5,0.865080595976513
60000,6,artm,5.0,5.0,844.5714285714286,498.075,410.70897972364935,586.434605236157,2250.0,40.0,35.0,2462.635731868659,0.921967307599942,0.7026115696006331,0.28853615513140324,0.9488085063642642,0.2857142857142857,0.8443574589545668,0.9302325581395349,0.9210526315789473,0.2346305572382997,0.055879935313541976,0.5421942450173557,0.8327047375691974
60000,6,artm,7.5,2.5,862.8947368421053,484.42857142857144,423.5197546495289,599.3148696174019,2400.0,42.0,38.0,2215.3753552828057,1.0,0.6131107457328479,0.32597960622665273,1.0,1.0,0.0,0.9767441860465116,1.0,0.2597674575670742,0.05555555555555555,1.0,1.31532301312263
60000,6,artm,10.0,0.0,646.6,543.4186046511628,654.1267982715997,438.99985075796695,2190.0,43.0,30.0,2330.0725117430957,0.07887481788636122,1.0,1.0,0.3628418621899073,0.0,0.3916737526463254,1.0,0.7894736842105263,0.1111111111111111,0.1899099923350503,0.7185592155477952,1.0195803189939565
