index,area,auvs,aggregation,w1,w2,w3,alpha,beta,realization,scenario,bagfile,params_file,started_at,duration_s,outcome,warnings
0,35000,6,owa,0.4,0.4,0.2,,,,35000.pickle,results_0.bag,params_0.yaml,2026-08-06T01:54:58,1923.6,completed,
1,35000,6,owa,0.6,0.2,0.2,,,,35000.pickle,results_1.bag,params_1.yaml,2026-08-06T02:27:14,1929.0,completed,
2,35000,6,owa,0.6,0.4,0,,,,35000.pickle,results_2.bag,params_2.yaml,2026-08-06T02:59:35,1926.2,completed,
3,35000,6,owa,0.8,0.2,0,,,,35000.pickle,results_3.bag,params_3.yaml,2026-08-06T03:31:53,1924.0,completed,
4,35000,6,owa,1,0,0,,,,35000.pickle,results_4.bag,params_4.yaml,2026-08-06T04:04:10,1929.1,completed,
