index,area,auvs,aggregation,w1,w2,w3,alpha,beta,realization,scenario,bagfile,params_file,started_at,duration_s,outcome,warnings
0,15000,3,owa,0.4,0.4,0.2,,,,15000.pickle,results_0.bag,params_0.yaml,2026-08-06T09:25:04,1339.2,completed,
1,15000,3,owa,0.6,0.2,0.2,,,,15000.pickle,results_1.bag,params_1.yaml,2026-08-06T09:47:31,1340.5,completed,
2,15000,3,owa,0.6,0.4,0,,,,15000.pickle,results_2.bag,params_2.yaml,2026-08-06T10:09:58,1343.7,completed,
3,15000,3,owa,0.8,0.2,0,,,,15000.pickle,results_3.bag,params_3.yaml,2026-08-06T10:32:29,1343.3,completed,
4,15000,3,owa,1,0,0,,,,15000.pickle,results_4.bag,params_4.yaml,2026-08-06T10:55:03,1343.2,completed,
