index,area,auvs,aggregation,w1,w2,w3,alpha,beta,realization,scenario,bagfile,params_file,started_at,duration_s,outcome,warnings
0,55000,3,owa,0.4,0.4,0.2,,,0,55000_r0.pickle,results_0.bag,params_0.yaml,2026-08-07T16:13:43,4748.5,completed,
1,55000,3,owa,0.4,0.4,0.2,,,1,55000_r1.pickle,results_1.bag,params_1.yaml,2026-08-07T17:32:58,4732.7,completed,
2,55000,3,owa,0.4,0.4,0.2,,,2,55000_r2.pickle,results_2.bag,params_2.yaml,2026-08-07T18:51:59,4732.0,completed,
3,55000,3,owa,0.4,0.4,0.2,,,3,55000_r3.pickle,results_3.bag,params_3.yaml,2026-08-07T20:10:58,4732.0,completed,
4,55000,3,owa,0.4,0.4,0.2,,,4,55000_r4.pickle,results_4.bag,params_4.yaml,2026-08-07T21:29:57,4734.1,completed,
5,55000,3,owa,0.4,0.4,0.2,,,5,55000_r5.pickle,results_5.bag,params_5.yaml,2026-08-07T22:48:58,4731.4,completed,
6,55000,3,owa,0.4,0.4,0.2,,,6,55000_r6.pickle,results_6.bag,params_6.yaml,2026-08-08T00:07:57,4734.7,completed,
7,55000,3,owa,0.4,0.4,0.2,,,7,55000_r7.pickle,results_7.bag,params_7.yaml,2026-08-08T01:26:58,4732.7,completed,
8,55000,3,owa,0.6,0.2,0.2,,,0,55000_r0.pickle,results_8.bag,params_8.yaml,2026-08-08T02:45:58,4730.8,completed,
9,55000,3,owa,0.6,0.2,0.2,,,1,55000_r1.pickle,results_9.bag,params_9.yaml,2026-08-08T04:04:56,4730.6,completed,
10,55000,3,owa,0.6,0.2,0.2,,,2,55000_r2.pickle,results_10.bag,params_10.yaml,2026-08-08T05:23:54,4734.2,completed,
11,55000,3,owa,0.6,0.2,0.2,,,3,55000_r3.pickle,results_11.bag,params_11.yaml,2026-08-08T06:42:55,4731.4,completed,
12,55000,3,owa,0.6,0.2,0.2,,,4,55000_r4.pickle,results_12.bag,params_12.yaml,2026-08-08T08:01:53,4728.6,completed,
13,55000,3,owa,0.6,0.2,0.2,,,5,55000_r5.pickle,results_13.bag,params_13.yaml,2026-08-08T09:20:49,4734.4,completed,
14,55000,3,owa,0.6,0.2,0.2,,,6,55000_r6.pickle,results_14.bag,params_14.yaml,2026-08-08T10:39:51,4731.8,completed,
15,55000,3,owa,0.6,0.2,0.2,,,7,55000_r7.pickle,results_15.bag,params_15.yaml,2026-08-08T11:58:50,4729.7,completed,
16,55000,3,owa,0.6,0.4,0.0,,,0,55000_r0.pickle,results_16.bag,params_16.yaml,2026-08-08T13:17:46,4734.9,completed,
17,55000,3,owa,0.6,0.4,0.0,,,1,55000_r1.pickle,results_17.bag,params_17.yaml,2026-08-08T14:36:48,4738.9,completed,
18,55000,3,owa,0.6,0.4,0.0,,,2,55000_r2.pickle,results_18.bag,params_18.yaml,2026-08-08T15:55:55,4757.1,completed,
19,55000,3,owa,0.6,0.4,0.0,,,3,55000_r3.pickle,results_19.bag,params_19.yaml,2026-08-08T17:15:19,4742.2,completed,
20,55000,3,owa,0.6,0.4,0.0,,,4,55000_r4.pickle,results_20.bag,params_20.yaml,2026-08-08T18:34:28,4340.5,completed,
21,55000,3,owa,0.6,0.4,0.0,,,5,55000_r5.pickle,results_21.bag,params_21.yaml,2026-08-08T19:46:56,4502.8,completed,
22,55000,3,owa,0.6,0.4,0.0,,,6,55000_r6.pickle,results_22.bag,params_22.yaml,2026-08-08T21:02:05,4752.7,completed,
23,55000,3,owa,0.6,0.4,0.0,,,7,55000_r7.pickle,results_23.bag,params_23.yaml,2026-08-08T22:21:25,4749.6,completed,
24,55000,3,owa,0.8,0.2,0.0,,,0,55000_r0.pickle,results_24.bag,params_24.yaml,2026-08-08T23:40:41,4723.7,completed,
25,55000,3,owa,0.8,0.2,0.0,,,1,55000_r1.pickle,results_25.bag,params_25.yaml,2026-08-09T00:59:31,4727.8,completed,
26,55000,3,owa,0.8,0.2,0.0,,,2,55000_r2.pickle,results_26.bag,params_26.yaml,2026-08-09T02:18:25,4566.7,completed,
27,55000,3,owa,0.8,0.2,0.0,,,3,55000_r3.pickle,results_27.bag,params_27.yaml,2026-08-09T03:34:39,4753.2,completed,
32,55000,3,owa,1.0,0.0,0.0,,,0,55000_r0.pickle,results_32.bag,params_32.yaml,2026-08-09T19:40:03,4765.5,completed,
33,55000,3,owa,1.0,0.0,0.0,,,1,55000_r1.pickle,results_33.bag,params_33.yaml,2026-08-09T20:59:34,4729.8,completed,
34,55000,3,owa,1.0,0.0,0.0,,,2,55000_r2.pickle,results_34.bag,params_34.yaml,2026-08-09T22:18:32,4728.0,completed,
35,55000,3,owa,1.0,0.0,0.0,,,3,55000_r3.pickle,results_35.bag,params_35.yaml,2026-08-09T23:37:26,4731.4,completed,
36,55000,3,owa,1.0,0.0,0.0,,,4,55000_r4.pickle,results_36.bag,params_36.yaml,2026-08-10T00:56:23,4734.8,completed,
37,55000,3,owa,1.0,0.0,0.0,,,5,55000_r5.pickle,results_37.bag,params_37.yaml,2026-08-10T02:15:26,4736.0,completed,
38,55000,3,owa,1.0,0.0,0.0,,,6,55000_r6.pickle,results_38.bag,params_38.yaml,2026-08-10T03:34:28,4731.0,completed,
39,55000,3,owa,1.0,0.0,0.0,,,7,55000_r7.pickle,results_39.bag,params_39.yaml,2026-08-10T04:53:26,4731.0,completed,
28,55000,3,owa,0.8,0.2,0,,,4,55000_r4.pickle,results_28.bag,params_28.yaml,2026-08-10T16:19:01,4722.5,completed,
29,55000,3,owa,0.8,0.2,0,,,5,55000_r5.pickle,results_29.bag,params_29.yaml,2026-08-10T17:37:51,4727.9,completed,
30,55000,3,owa,0.8,0.2,0,,,6,55000_r6.pickle,results_30.bag,params_30.yaml,2026-08-10T18:56:46,4548.6,completed,
31,55000,3,owa,0.8,0.2,0,,,7,55000_r7.pickle,results_31.bag,params_31.yaml,2026-08-10T20:12:42,4717.9,completed,
