index,area,auvs,aggregation,w1,w2,w3,alpha,beta,realization,scenario,bagfile,params_file,started_at,duration_s,outcome,warnings
0,15000,5,owa,0.4,0.4,0.2,,,,15000.pickle,results_0.bag,params_0.yaml,2026-08-06T09:38:30,991.7,completed,
1,15000,5,owa,0.6,0.2,0.2,,,,15000.pickle,results_1.bag,params_1.yaml,2026-08-06T09:55:13,994.8,completed,
2,15000,5,owa,0.6,0.4,0,,,,15000.pickle,results_2.bag,params_2.yaml,2026-08-06T10:11:58,994.2,completed,
3,15000,5,owa,0.8,0.2,0,,,,15000.pickle,results_3.bag,params_3.yaml,2026-08-06T10:28:42,994.4,completed,
4,15000,5,owa,1,0,0,,,,15000.pickle,results_4.bag,params_4.yaml,2026-08-06T10:45:27,996.9,completed,
