index,area,auvs,aggregation,w1,w2,w3,alpha,beta,realization,scenario,bagfile,params_file,started_at,duration_s,outcome,warnings
0,50000,6,owa,0.4,0.4,0.2,,,,50000.pickle,results_0.bag,params_0.yaml,2026-08-05T10:58:57,2477.6,completed,
1,50000,6,owa,0.6,0.2,0.2,,,,50000.pickle,results_1.bag,params_1.yaml,2026-08-05T11:40:27,2479.2,completed,
2,50000,6,owa,0.6,0.4,0.0,,,,50000.pickle,results_2.bag,params_2.yaml,2026-08-05T12:21:59,2477.4,completed,
3,50000,6,owa,0.8,0.2,0,,,,50000.pickle,results_3.bag,params_3.yaml,2026-08-06T16:01:54,2530.6,completed,
4,50000,6,owa,1,0,0,,,,50000.pickle,results_4.bag,params_4.yaml,2026-08-06T16:44:20,3572.3,completed,
