area,auv_count,method,a,b,regular_latency,priority_latency,transmitted_data,transmitted_regular_objects,transmitted_priority_objects,travelled_distance,std_reg_latency,std_prior_latency,transmitted_data_normalized,travelled_distance_normalized,priority_latency_normalized,regular_latency_normalized,std_reg_latency_normalized,std_prior_latency_normalized,percent_regular_objects,percent_priority_objects,priority,regular,distance,utility
10000,3,artm,0.0,10.0,130.4,140.77777777777777,570.0,10.0,9.0,548.0461706788743,93.65703390562825,102.39333504544324,1.0,0.5162907870893652,1.0,0.3924050632911393,0.4150656462602171,1.0,1.0,1.0,0.1111111111111111,0.15304793278191928,0.6595041060162184,0.9236631499092488
10000,3,artm,2.5,7.5,93.2,103.33333333333333,570.0,10.0,9.0,500.80760666130874,66.49030004444258,79.24224462578867,1.0,0.0,0.32868525896414336,0.0,0.04691119591670409,0.42767158248245085,1.0,1.0,0.3241712431814648,0.4561947844305691,1.0,1.7803660276120339
10000,3,artm,5.0,5.0,188.0,110.44444444444444,570.0,10.0,9.0,576.9897365236969,136.82032012826164,73.0496195307015,1.0,0.8326275916044155,0.4561752988047809,1.0,1.0,0.27458093937642375,1.0,1.0,0.3338321725168403,0.05555555555555555,0.5456645990604819,0.9350523271328778
10000,3,artm,7.5,2.5,111.5,85.77777777777777,570.0,10.0,9.0,592.3036495868026,65.74838401055953,63.33820644020265,1.0,1.0,0.01394422310756961,0.19303797468354428,0.036856999079833024,0.03450077100449466,1.0,1.0,0.9097220033588849,0.3305475564293398,0.5,1.7402695597882247
10000,3,artm,10.0,0.0,112.3,85.0,570.0,10.0,9.0,554.2174124572196,63.02864428178667,61.94262578296862,1.0,0.5837389693388482,0.0,0.2014767932489451,0.0,0.0,1.0,1.0,1.0,0.34636917154659486,0.6314171838667724,1.9777863554133672
10000,4,artm,0.0,10.0,262.6666666666667,153.75,420.0,6.0,8.0,634.1170701298328,102.88288919392228,175.10264846654948,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.1111111111111111,0.09375,0.5,0.7048611111111112
10000,4,artm,2.5,7.5,231.375,85.0,450.0,8.0,7.0,503.02278666177864,119.37015696982223,105.57867750098569,1.0,0.0,0.043715846994535464,0.1580717488789237,0.746026514667509,0.019621180455209473,1.0,0.875,0.7738667351300689,0.13790858116853727,1.0,1.9117753162986062
10000,4,artm,5.0,5.0,243.5,89.0,450.0,8.0,7.0,552.0706001283331,124.65652810823828,117.83038657324349,1.0,0.3741415122689676,0.0993541977148534,0.48430493273542574,0.9852276418182546,0.19238628450278572,1.0,0.875,0.5243937567471934,0.08198614873268152,0.7277270871096899,1.3341069925895648
10000,4,artm,7.5,2.5,225.5,81.85714285714286,450.0,8.0,7.0,528.6173659002761,116.57293854064072,104.18723334380626,1.0,0.19523795059099228,0.0,0.0,0.6194561730044496,0.0,1.0,0.875,0.875,0.1906477155880728,0.8366534877055605,1.9023012032936333
10000,4,artm,10.0,0.0,245.0,89.57142857142857,450.0,8.0,7.0,553.6042282881325,124.98299884384275,117.50727289692954,1.0,0.3858401776815834,0.10730253353204165,0.5246636771300446,1.0,0.18782995953797105,1.0,0.875,0.5216505316166872,0.07844457975385606,0.7215839287275768,1.32167904009812
10000,5,artm,0.0,10.0,118.33333333333333,99.0,360.0,6.0,6.0,388.58773753733396,72.11487749109442,79.68897874444956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,2.1666666666666665
10000,5,artm,2.5,7.5,196.5,104.375,420.0,6.0,8.0,444.2261203714182,97.13178333240533,97.48325176664964,0.6666666666666666,1.0,0.48314606741573035,0.9019230769230769,0.8912871977606103,0.870657660700135,1.0,0.8888888888888888,0.16043790591248935,0.06408593759270066,0.5,0.72452384350519
10000,5,artm,5.0,5.0,197.66666666666666,109.77777777777777,450.0,6.0,9.0,436.24889680959774,90.52378447433335,93.62309517751099,1.0,0.8566237342733555,0.9687890137328334,0.9153846153846152,0.6558614092008344,0.6817836953719277,1.0,1.0,0.1423379005756117,0.07562802130234378,0.5386120954612161,0.7565780173391716
10000,5,artm,7.5,2.5,205.0,110.125,420.0,6.0,8.0,395.2368867524176,100.18316558517537,100.12671658952969,0.6666666666666666,0.11950651468270847,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.09876543209876543,0.05555555555555555,0.8932507197454057,1.0475717073997266
10000,5,artm,10.0,0.0,193.33333333333334,100.875,420.0,6.0,8.0,426.4967611020721,93.06568767393395,98.38627635498764,0.6666666666666666,0.6813466106264146,0.16853932584269662,0.8653846153846155,0.7464227997309762,0.9148418358364933,1.0,0.8888888888888888,0.2047905968883885,0.07329725377637394,0.5947613619225324,0.8728492125872949
10000,6,artm,0.0,10.0,164.0,102.66666666666667,360.0,6.0,6.0,363.7183805188275,71.06804251326096,66.8023619010253,0.0,0.15299904488639057,0.0,1.0,0.4338473621167171,0.7539562397234694,0.8571428571428571,0.75,0.24379441701915436,0.07234966731752286,0.8673034070887143,1.1834474914253916
10000,6,artm,2.5,7.5,126.6,113.57142857142857,360.0,5.0,7.0,419.99275325064434,58.380133607246904,65.73074328078832,0.0,0.6608879438652452,0.35510757898817585,0.592,0.3138280761596557,0.7180497817249635,0.7142857142857143,0.875,0.20358394091530044,0.09832739364570095,0.6020875783304103,0.9039989128914117
10000,6,artm,5.0,5.0,113.57142857142857,118.85714285714286,420.0,7.0,7.0,346.7660011759051,76.17059264357518,74.14547201554632,1.0,0.0,0.5272339600697811,0.44987012987012986,0.48211413544688686,1.0,1.0,0.875,0.1369989237390529,0.13395620462852534,1.0,1.2709551283675782
10000,6,artm,7.5,2.5,157.14285714285714,119.33333333333333,390.0,7.0,6.0,411.0623857640415,130.91919925929076,44.30073989851135,0.5,0.5802893642620134,0.5427408412483037,0.9251948051948051,1.0,0.0,1.0,0.75,0.31511952251330294,0.05843330049951494,0.6327955010106612,1.0063483240234792
10000,6,artm,10.0,0.0,72.33333333333333,133.375,420.0,6.0,8.0,457.5665578428461,25.203615260954574,52.071915415125645,1.0,1.0,1.0,0.0,0.0,0.2603868410056397,0.8571428571428571,1.0,0.19571966299296473,0.42857142857142855,0.5,1.1242910915643933
30000,3,artm,0.0,10.0,155.0344827586207,134.82142857142858,1710.0,29.0,28.0,2415.6449515120935,118.02205602128394,128.91887082619846,1.0,0.07098598410040921,0.8789198606271782,0.0,0.07865057366515138,0.6607390098998696,1.0,1.0,0.15504195238479548,0.42974263931281587,0.9337190353989226,1.518503627096534
30000,3,artm,2.5,7.5,157.17857142857142,139.78571428571428,1680.0,28.0,28.0,2448.9458889699304,165.89261879115585,154.8945164442234,0.0,0.2507994534202429,1.0,0.02614703011188682,0.5809710260929059,1.0,0.9655172413793104,1.0,0.1111111111111111,0.1869108346429238,0.7994886768342875,1.0975106225883224
30000,3,artm,5.0,5.0,175.10344827586206,120.25,1710.0,29.0,28.0,2587.695675842975,110.52674659215899,104.51815460893454,1.0,1.0,0.5235191637630663,0.24473980626267167,0.0,0.34204775329923004,1.0,1.0,0.287328255975244,0.32271031530960237,0.5,1.1100385712848464
30000,3,artm,7.5,2.5,237.03571428571428,114.46428571428571,1680.0,28.0,28.0,2402.498551379487,205.82559922399926,94.38427613555476,0.0,0.0,0.38240418118466885,1.0,1.0,0.20969186521121594,0.9655172413793104,1.0,0.3945131395108083,0.05363984674329502,1.0,1.4481529862541034
30000,3,artm,10.0,0.0,190.55172413793105,98.78571428571429,1710.0,29.0,28.0,2547.352304574775,150.4055634991941,78.32913941588183,1.0,0.7821598397649331,0.0,0.4331305849665842,0.4184606194693179,0.0,1.0,1.0,1.0,0.14584105125142288,0.5611168974225679,1.706957948673991
